Easting,Northing,Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category
165356,106108,Coarse loamy,Brown Earth: Well drained mineral soils,61.4,1017,Well Drained
239900,298878,Fine loamy,Brown Earth: Well drained mineral soils,98,1063,Poorly Drained
120126,202552,Loamy,"Rendzinas: Well drained shallow soils with high lime content, derived from limestone",197,1781,Well Drained
206986,111839,Loamy,Podzols: Well drained acid mineral soil,223.4,1301,Poorly Drained
177111,235311,Peat,Peat soils,59.9,1077,Peat
266264,304742,Fine loamy,Brown Earth: Well drained mineral soils,153.9,1058,Poorly Drained
227563,305674,Fine loamy,Luvisol: Well drained mineral soils,49.3,1087,Poorly Drained
79789,115502,Coarse loamy,Brown Earth: Well drained mineral soils,8.4,1251,Poorly Drained
140986,147014,Fine loamy,Brown Earth: Well drained mineral soils,26.2,1001,Well Drained
248034,233443,Fine loamy,Luvisol: Well drained mineral soils,188.5,955,Well Drained
224112,106517,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,168,1349,Poorly Drained
276793,102243,Coarse loamy,Brown Earth: Well drained mineral soils,25.9,838,Well Drained
280970,157407,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,165,1048,Well Drained
201952,69179,Coarse loamy,Brown Earth: Well drained mineral soils,41.6,995,Well Drained
111546,159796,Fine loamy,Brown Podzolic: Well drained acid mineral soil,48.4,1256,Well Drained
228091,194032,All,River alluvium,112.9,1143,Well Drained
306196,184652,Peat,Lithosols: Stony mineral soils often overlying bedrock,421,1457,Poorly Drained
147394,231800,Fine loamy,Brown Earth: Well drained mineral soils,62,1194,Well Drained
168460,282884,Peat,Peat soils,96.5,1221,Poorly Drained
188119,164114,Loamy,Podzols: Well drained acid mineral soil,331.9,1671,Poorly Drained
122478,88100,Peat,Peat soils,248.1,1929,Well Drained
212279,78382,Fine loamy,Brown Earth: Well drained mineral soils,35,969,Well Drained
239774,124900,Fine loamy,Brown Earth: Well drained mineral soils,31.1,1085,Well Drained
215301,94533,Coarse loamy,Brown Earth: Well drained mineral soils,13,1056,Well Drained
155244,150805,Fine loamy,Luvisol: Well drained mineral soils,18,934,Well Drained
238724,188142,Fine loamy,Groundwater Gley: Poorly drained mineral soil,86.6,925,Poorly Drained
163710,277346,Peat,Peat soils,80.3,1196,Peat
126105,309394,All,River alluvium,19.2,1206,AlluvMIN
314884,189274,Fine loamy,Brown Podzolic: Well drained acid mineral soil,246.8,1366,Well Drained
230541,256349,Fine loamy,Luvisol: Well drained mineral soils,86.1,995,Well Drained
144278,271725,Fine loamy,Luvisol: Well drained mineral soils,92.3,1238,Well Drained
288405,170197,All,River alluvium,76,893,AlluvMIN
161514,262443,Coarse loamy,Brown Earth: Well drained mineral soils,86.4,1065,Well Drained
125210,322505,Coarse loamy,Brown Earth: Well drained mineral soils,13.8,1216,Well Drained
243431,222649,Fine loamy,Groundwater Gley: Poorly drained mineral soil,74.1,878,Poorly Drained
202519,260236,Fine loamy,Luvisol: Well drained mineral soils,55.5,918,Well Drained
209434,278357,Peat,Peat soils,40.5,982,Peat
209015,79673,Coarse loamy,Brown Earth: Well drained mineral soils,3.4,1070,Well Drained
222462,412304,All,River alluvium,1,1173,AlluvMIN
75170,72210,Peat,Peat soils,119,2566,Poorly Drained
234684,284550,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,84.5,1043,Well Drained
87498,107541,Peat,Peat soils,85.5,1626,Poorly Drained
185459,278995,Fine loamy,Luvisol: Well drained mineral soils,58.4,1100,Well Drained
300719,312250,Fine loamy,Brown Earth: Well drained mineral soils,40.3,938,Well Drained
141099,45821,All,Lake alluvium,38,1409,AlluvMIN
104335,90098,Fine loamy,Surface-water Gley: Poorly drained mineral soil,138,1525,Poorly Drained
247219,248800,Fine loamy,Luvisol: Well drained mineral soils,106.1,1001,Poorly Drained
228409,240696,Fine loamy,Luvisol: Well drained mineral soils,84.2,960,Well Drained
184444,320532,Peat,Peat soils,403.8,1586,Poorly Drained
228603,178767,All,River alluvium,85.7,884,AlluvMIN
314097,195394,Fine loamy,Brown Earth: Well drained mineral soils,146,1585,Poorly Drained
257431,148178,Fine loamy,Luvisol: Well drained mineral soils,69.1,897,Well Drained
125708,318740,Coarse loamy,Brown Earth: Well drained mineral soils,20.9,1171,Well Drained
243658,457882,Peat,Peat soils,61,1167,Poorly Drained
200783,418725,Peat,Lithosols: Stony mineral soils often overlying bedrock,237.1,2217,Poorly Drained
195543,203381,Fine loamy,Luvisol: Well drained mineral soils,60.3,907,Well Drained
142206,122757,Clayey,Surface-water Gley: Poorly drained mineral soil,123.1,967,Well Drained
107056,331582,Peat,Peat soils,173.6,1682,Peat
214480,295384,Peat,Peat soils,64.7,1046,Peat
110677,40025,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,30.1,1536,Well Drained
131619,91772,Fine loamy,Brown Earth: Well drained mineral soils,132.5,1338,Well Drained
230858,309417,Fine loamy,Surface-water Gley: Poorly drained mineral soil,73.3,1073,Poorly Drained
245108,185056,Fine loamy,Luvisol: Well drained mineral soils,144.4,954,Well Drained
140295,77701,Fine loamy,Brown Earth: Well drained mineral soils,184,1389,Well Drained
307688,236039,Fine loamy,Luvisol: Well drained mineral soils,39.3,780,Poorly Drained
175566,155000,Sandy,Brown Earth: Well drained mineral soils,87.2,1084,Well Drained
188151,158807,Fine loamy,Surface-water Gley: Poorly drained mineral soil,218,1480,Poorly Drained
199426,432681,Peat,Peat soils,160,1275,Peat
255148,312723,All,River alluvium,62.4,1011,AlluvMIN
315316,173319,Fine loamy,Brown Earth: Well drained mineral soils,399,1468,Poorly Drained
142724,209815,Fine loamy,Brown Earth: Well drained mineral soils,28.2,1093,Well Drained
179184,320161,Peat,Peat soils,101.2,1311,Poorly Drained
138793,334110,Peat,Peat soils,69.2,1136,Peat
241479,172827,Fine loamy,Luvisol: Well drained mineral soils,146.4,957,Well Drained
95227,166348,Fine loamy,Brown Earth: Well drained mineral soils,28.1,1112,Well Drained
191155,167487,Peat,Peat soils,286.9,1588,Peat
238145,266106,Peat,Peat soils,63.7,951,Peat
126448,247301,Fine loamy,Brown Earth: Well drained mineral soils,21.6,1210,Well Drained
170155,164984,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,42.4,1123,Well Drained
169496,84792,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,173.6,1296,Well Drained
227602,181605,Fine loamy,Luvisol: Well drained mineral soils,110.1,956,Well Drained
95046,98936,Fine loamy,Surface-water Gley: Poorly drained mineral soil,108.5,1465,Well Drained
220548,389228,Peat,Peat soils,163.4,1394,Peat
278737,321948,Fine loamy,Brown Earth: Well drained mineral soils,102.5,987,Well Drained
83973,248741,Peat,Peat soils,32.5,2163,Peat
87796,69547,Coarse loamy,Brown Earth: Well drained mineral soils,7.8,1932,Well Drained
298088,276989,Fine loamy,Surface-water Gley: Poorly drained mineral soil,68.1,871,Poorly Drained
100883,324795,Peat,Peat soils,106.2,1559,Peat
286800,251343,Peat,Peat soils,75.9,862,Peat
113715,275515,Peat,Peat soils,19,1412,Poorly Drained
160929,109239,Clayey,Surface-water Gley: Poorly drained mineral soil,81.2,1018,Well Drained
164765,324746,All,River alluvium,48.2,1290,AlluvMIN
282325,232277,Fine loamy,Luvisol: Well drained mineral soils,90.8,850,Well Drained
98316,142317,Fine loamy,Surface-water Gley: Poorly drained mineral soil,31.3,1214,Poorly Drained
208498,111269,Fine loamy,Brown Earth: Well drained mineral soils,274.5,1386,Poorly Drained
324097,190551,Fine loamy,Brown Earth: Well drained mineral soils,151.7,1245,Well Drained
99845,245989,Peat,Peat soils,42.8,1946,Peat
179614,122946,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,158,1491,Poorly Drained
222966,237292,Fine loamy,Luvisol: Well drained mineral soils,74.9,921,Well Drained
173967,98086,Fine loamy,Brown Earth: Well drained mineral soils,81.7,1156,Well Drained
228273,167003,Peat,Peat soils,116.7,898,Peat
328487,192444,Fine loamy,Brown Earth: Well drained mineral soils,176,1036,Well Drained
221425,283095,Fine loamy,Surface-water Gley: Poorly drained mineral soil,96.3,1083,Well Drained
152090,81416,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,136,1218,Well Drained
273841,176719,Fine loamy,Luvisol: Well drained mineral soils,59.2,870,Well Drained
272809,204755,Fine loamy,Groundwater Gley: Poorly drained mineral soil,70.3,821,Poorly Drained
283358,172481,Fine loamy,Luvisol: Well drained mineral soils,73.8,863,Well Drained
96321,261473,Loamy,Podzols: Well drained acid mineral soil,268,2377,Well Drained
126764,261420,Fine loamy,Brown Earth: Well drained mineral soils,44.5,1231,Well Drained
231416,135377,Coarse loamy,Brown Earth: Well drained mineral soils,56.7,1022,Poorly Drained
88434,264605,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,173.5,2936,Poorly Drained
180517,395593,Peat,Peat soils,70,1564,Peat
317967,222972,Peat,Lithosols: Stony mineral soils often overlying bedrock,391.8,1247,Poorly Drained
142427,49505,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,135,1445,Well Drained
216367,398371,Loamy,Brown Podzolic: Well drained acid mineral soil,92.2,1360,Poorly Drained
111874,112322,Peat,Peat soils,245,1897,Peat
125901,37430,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,79.3,1355,Well Drained
224731,224947,Fine loamy,Luvisol: Well drained mineral soils,55.9,865,Well Drained
299012,226576,Fine loamy,Brown Earth: Well drained mineral soils,121.8,811,Well Drained
85303,65397,Peat,Peat soils,172.8,2364,Poorly Drained
154014,294496,Peat,Peat soils,119,1277,Peat
113899,105245,Fine loamy,Surface-water Gley: Poorly drained mineral soil,244,1692,Poorly Drained
219957,318022,Peat,Peat soils,49.1,1303,Peat
255659,246141,Peat,Peat soils,84.6,923,Poorly Drained
207272,327193,Peat,Peat soils,139,1615,Poorly Drained
253597,297596,Fine loamy,Brown Earth: Well drained mineral soils,166.3,1149,AlluvMIN
283805,251720,Fine loamy,Luvisol: Well drained mineral soils,75,836,Well Drained
109784,170069,Peat,Peat soils,127,1376,Poorly Drained
185027,218942,Fine loamy,Luvisol: Well drained mineral soils,79,1024,Well Drained
197136,211250,All,River alluvium,28.8,883,AlluvMIN
100111,234392,Peat,Peat soils,42.9,1432,Peat
83428,118221,Fine loamy,Surface-water Gley: Poorly drained mineral soil,113.7,1315,Poorly Drained
195254,405969,Peat,Peat soils,193.9,1865,Peat
121217,48709,Peat,Peat soils,294.7,1862,Poorly Drained
83651,255016,Peat,Peat soils,41.4,2284,Peat
249893,278815,Fine loamy,Luvisol: Well drained mineral soils,104.3,987,Well Drained
202335,271002,Peat,Peat soils,40.4,1006,Peat
134720,277784,Peat,Peat soils,74,1240,Peat
212325,270014,Peat,Peat soils,62.1,989,Peat
95242,136159,Peat,Peat soils,10,1105,Peat
122495,290927,Coarse loamy,Brown Earth: Well drained mineral soils,24.1,1320,Poorly Drained
266496,234365,Fine loamy,Luvisol: Well drained mineral soils,80.5,875,Well Drained
108266,276907,Fine loamy,Luvisol: Well drained mineral soils,132.5,1650,Poorly Drained
251888,244987,Peat,Peat soils,87.6,950,Peat
200468,96348,Coarse loamy,Brown Earth: Well drained mineral soils,57.5,1022,Poorly Drained
191403,382722,Peat,Peat soils,129,1782,Peat
301853,157140,Fine loamy,Brown Earth: Well drained mineral soils,306.4,1216,Well Drained
220080,120489,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,261.4,1159,Poorly Drained
240651,276303,Peat,Peat soils,64.5,977,Peat
188529,185544,Fine loamy,Luvisol: Well drained mineral soils,85.3,942,Well Drained
276475,186206,Fine loamy,Luvisol: Well drained mineral soils,94.4,794,Well Drained
229618,181635,Fine loamy,Luvisol: Well drained mineral soils,101.8,938,Poorly Drained
121976,299802,Peat,Peat soils,30.5,1326,Poorly Drained
307462,228740,Fine loamy,Luvisol: Well drained mineral soils,118.2,767,Well Drained
262909,246916,Peat,Peat soils,70.4,885,Peat
120953,144442,Fine loamy,Surface-water Gley: Poorly drained mineral soil,97.4,1330,Poorly Drained
85321,245770,Peat,Peat soils,52.9,1937,Peat
260107,125975,Coarse loamy,Brown Earth: Well drained mineral soils,163.6,1218,Poorly Drained
189060,97873,Fine loamy,Brown Earth: Well drained mineral soils,131,1092,Well Drained
215559,155786,Fine loamy,Luvisol: Well drained mineral soils,105.2,925,Well Drained
216960,81618,Fine loamy,Brown Earth: Well drained mineral soils,102,1076,Well Drained
304461,187339,Peat,Lithosols: Stony mineral soils often overlying bedrock,342.9,1587,Poorly Drained
121225,237365,Peat,Peat soils,2.8,1363,Peat
219936,422640,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,64,1231,Poorly Drained
275503,260438,All,River alluvium,62.7,853,Poorly Drained
172613,258269,Fine loamy,Luvisol: Well drained mineral soils,91.1,1118,Poorly Drained
108636,285204,Coarse loamy,Brown Earth: Well drained mineral soils,51.8,1399,Well Drained
236225,269910,Peat,Peat soils,65.8,962,Peat
46453,103432,Peat,Lithosols: Stony mineral soils often overlying bedrock,194.8,1807,Poorly Drained
118781,132426,Peat,Peat soils,222.4,1402,Peat
254018,121045,Coarse loamy,Brown Earth: Well drained mineral soils,88.7,1072,Poorly Drained
83104,50563,Peat,Peat soils,113.7,2137,Well Drained
247099,296739,Fine loamy,Brown Earth: Well drained mineral soils,109.5,1094,Poorly Drained
79362,73776,Peat,Peat soils,104,2615,Poorly Drained
132684,286921,Coarse loamy,Brown Earth: Well drained mineral soils,62.9,1283,Poorly Drained
119141,154421,Fine loamy,Surface-water Gley: Poorly drained mineral soil,42.5,1150,Poorly Drained
119267,152585,Fine loamy,Surface-water Gley: Poorly drained mineral soil,25,1134,Poorly Drained
147426,237722,Fine loamy,Brown Earth: Well drained mineral soils,91.7,1189,Well Drained
180275,284320,Fine loamy,Luvisol: Well drained mineral soils,132.5,1193,Poorly Drained
272895,162136,Fine loamy,Luvisol: Well drained mineral soils,95.3,881,Well Drained
224255,178444,Fine loamy,Luvisol: Well drained mineral soils,104.2,934,Well Drained
140673,283324,Coarse loamy,Brown Earth: Well drained mineral soils,90,1262,Poorly Drained
262786,106400,Fine loamy,Brown Earth: Well drained mineral soils,53,1002,Well Drained
124384,314701,Coarse loamy,Brown Earth: Well drained mineral soils,16.5,1154,Poorly Drained
160539,195916,Peat,Peat soils,132.1,1207,Peat
165213,80239,Fine loamy,Brown Earth: Well drained mineral soils,149.1,1226,Well Drained
271819,283012,Fine loamy,Brown Earth: Well drained mineral soils,79.9,948,Poorly Drained
287044,199779,Fine loamy,Brown Podzolic: Well drained acid mineral soil,231.1,1128,Well Drained
140188,183409,Fine loamy,Luvisol: Well drained mineral soils,39.2,1194,Well Drained
57156,60126,Peat,Lithosols: Stony mineral soils often overlying bedrock,44.5,1762,Poorly Drained
158837,236131,Peat,Peat soils,80.9,1183,Peat
246656,233026,Fine loamy,Luvisol: Well drained mineral soils,103.4,925,Well Drained
304611,313559,Fine loamy,Brown Earth: Well drained mineral soils,101.9,1018,Well Drained
142123,298203,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,90.1,1304,Poorly Drained
194717,102082,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,218,1313,Well Drained
208791,159488,All,River alluvium,81.4,949,Poorly Drained
99160,236985,Peat,Peat soils,43.8,1507,Peat
283166,300861,Fine loamy,Luvisol: Well drained mineral soils,60.9,896,Well Drained
271754,241094,Fine loamy,Groundwater Gley: Poorly drained mineral soil,77.4,868,Poorly Drained
84524,267098,All,River alluvium,34,2753,AlluvMIN
154552,163690,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,178.1,1270,Poorly Drained
189521,400402,Peat,Peat soils,147.2,2133,Poorly Drained
175886,256991,Coarse loamy,Brown Earth: Well drained mineral soils,64.6,1091,Poorly Drained
289197,206845,Fine loamy,Brown Earth: Well drained mineral soils,193.6,983,Well Drained
95432,157124,Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.3,1166,Poorly Drained
198576,83840,Fine loamy,Brown Earth: Well drained mineral soils,168.2,1310,Well Drained
242661,318728,Coarse loamy,Brown Earth: Well drained mineral soils,43.5,1005,Poorly Drained
271271,248111,All,River alluvium,66.47039,866,AlluvMIN
155988,65748,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,178.8,1288,Well Drained
211251,139839,Fine loamy,Brown Earth: Well drained mineral soils,157.6,1022,Well Drained
67741,106026,Peat,Peat soils,184,1981,Peat
298188,264805,Fine loamy,Luvisol: Well drained mineral soils,41.4,844,Well Drained
66648,73758,Peat,Peat soils,575,3142,Peat
299466,110370,Fine loamy,Surface-water Gley: Poorly drained mineral soil,11.4,916,Poorly Drained
135740,241416,Fine loamy,Brown Earth: Well drained mineral soils,26.9,1161,Well Drained
269421,291071,Fine loamy,Brown Earth: Well drained mineral soils,179.7,1027,Poorly Drained
222830,136110,Fine loamy,Luvisol: Well drained mineral soils,101.5,899,Poorly Drained
188560,280265,Fine loamy,Luvisol: Well drained mineral soils,51.7,1036,Poorly Drained
195848,141355,Fine loamy,Luvisol: Well drained mineral soils,83.1,1039,Poorly Drained
267575,283853,Fine loamy,Brown Earth: Well drained mineral soils,112.4,962,Well Drained
322866,181378,Fine loamy,Brown Earth: Well drained mineral soils,172,1156,Well Drained
242058,253655,Fine loamy,Luvisol: Well drained mineral soils,101.3,976,Poorly Drained
285734,107861,Fine loamy,Surface-water Gley: Poorly drained mineral soil,23.1,878,Poorly Drained
250850,277269,Fine loamy,Luvisol: Well drained mineral soils,133.9,1026,Well Drained
194754,108054,Loamy,Podzols: Well drained acid mineral soil,279.5,1618,Poorly Drained
246506,124745,Fine loamy,Brown Earth: Well drained mineral soils,26.6,1069,Well Drained
